,SK_ID_CURR,TARGET,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_CITY_NOT_LIVE_CITY,EXT_SOURCE_2,EXT_SOURCE_3,DEF_30_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_7,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,ANNUITY_INCOME_PERC,PAYMENT_RATE
273451,416976,0,1,0,1,0.004849,-10698,-2544.0,-2544,1,1,1,1,0,13,0,0,0.0809911363835952,0.5108529061800121,0.0,0.0,-1777.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.1914583333333333,0.0379375825627476
70075,181292,0,1,0,0,0.008575,-19362,-13246.0,-2917,1,0,1,1,0,10,0,0,0.6921524327922977,0.7281412993111438,0.0,0.0,-1345.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.1839714285714285,0.0293704443653812
135781,257488,0,0,1,1,0.00496,-10696,-177.0,-3374,1,0,1,0,0,11,0,1,0.5408793462691088,0.4066174366275036,0.0,0.0,-396.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0905223880597014,0.0523566988950276
38123,144144,0,0,1,1,0.04622,-10682,-1089.0,-1594,1,0,1,0,0,11,0,0,0.4581905185659872,0.7136313997323308,0.0,0.0,-3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.25708,0.028722738648552
219622,354436,0,1,0,0,0.020246,-22431,-337.0,-5633,1,0,1,1,0,7,0,0,0.2858978721410488,0.6023863442690867,0.0,0.0,-945.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,3.0,0.3478,0.0563047384695083
203390,335797,0,1,0,1,0.018801,-9854,-2544.0,-2520,1,0,1,1,0,12,0,0,0.4314388162982014,0.7209441499436497,0.0,0.0,-452.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,3.0,4.0,0.2174,0.0724666666666666
255535,395687,0,0,0,0,0.02461,-13011,-5421.0,-4103,1,0,1,0,0,11,0,0,0.5074472445466264,0.6545292802242897,0.0,0.0,-1621.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.2932,0.032416057667857
1950,102284,0,1,0,1,0.015221,-10376,-5018.0,-2391,1,0,1,1,0,16,0,0,0.5642201720255343,0.2009260877159708,0.0,0.0,-2615.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.30405,0.119235294117647
206443,339292,0,1,0,1,0.007305,-11992,-6082.0,-3934,1,1,1,1,0,16,0,1,0.4968365931953067,0.2276129150623945,0.0,0.0,-1858.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.1656285714285714,0.0322593210907067
23010,126776,0,1,1,1,0.00712,-15102,-4130.0,-4180,1,1,1,1,0,6,0,0,0.5839526108445331,0.5954562029091491,0.0,0.0,-1561.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.2553,0.05106
293112,439579,0,1,0,0,0.01885,-20885,-7898.0,-590,1,0,1,0,0,15,0,0,0.6753357647890695,0.5108529061800121,0.0,0.0,-117.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.1333333333333333,0.05
152588,276855,0,1,0,0,0.015221,-17719,-6819.0,-1248,1,0,1,0,0,10,0,0,0.6791501109821165,0.4066174366275036,0.0,0.0,-873.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,0.0,1.0,0.1071428571428571,0.05
63158,173254,0,1,0,0,0.015221,-21140,-9450.0,-4668,1,0,1,1,0,9,0,0,0.4978424731656707,0.7610263695502636,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.3004166666666666,0.0362064116985376
108392,225736,0,1,0,0,0.018634,-10880,-6639.0,-3037,1,0,1,0,0,16,0,0,0.7443076467934618,0.5902333386185574,0.0,0.0,-1739.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.1731,0.0796704561145119
126150,246291,0,1,0,0,0.031329,-15575,-4008.0,-4653,1,0,1,0,0,16,0,0,0.37173736104308,0.2458512138252296,0.0,0.0,-633.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.12668,0.0293730291226117
58512,167823,1,1,0,0,0.006852,-15221,-1056.0,-4495,1,0,1,0,0,9,0,1,0.3524559579915555,0.3893387918468769,0.0,0.0,-428.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.062425,0.0611694960926973
17731,120672,0,1,0,0,0.015221,-16072,-1163.0,-4273,1,0,1,0,0,13,0,0,0.6364255251601356,0.3962195720630885,0.0,0.0,-2474.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,0.05
221391,356461,0,1,0,0,0.01885,-15864,-5048.0,-5078,1,0,1,0,0,12,0,0,0.6558119068603935,0.0604436913265675,0.0,0.0,-908.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.2408,0.0426198461933291
285271,430388,0,1,0,0,0.006852,-20468,-2421.0,-2621,1,0,1,0,0,6,0,0,0.3231064397238538,0.5298898341969072,0.0,0.0,-199.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.2200666666666666,0.0522310126582278
281875,426512,1,0,0,0,0.005144,-19517,-8696.0,-3038,1,0,1,0,1,13,0,0,0.6012406086973472,0.2327247762679433,0.0,0.0,-1841.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.1577428571428571,0.079415995397008
87178,201182,0,1,0,1,0.0096569999999999,-8626,-3389.0,-1301,1,0,1,0,0,17,0,1,0.4166515190357806,0.4848514754962666,0.0,0.0,-483.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.1111111111111111,0.05
20428,123827,0,1,1,0,0.019101,-11441,-3424.0,-3073,1,0,1,0,0,11,0,0,0.6831821211671779,0.5370699579791587,0.0,0.0,-614.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0.3383181818181818,0.0331761370727619
168434,295240,0,1,0,1,0.016612,-18577,-6988.0,-2125,1,0,1,0,0,14,0,0,0.2523264525971111,0.4614823912998385,0.0,0.0,-719.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,0.30885,0.0386091456859264
132125,253241,0,0,0,0,0.030755,-21070,-5917.0,-4598,1,1,1,0,0,9,0,0,0.698457474028172,0.3672910183026313,0.0,0.0,-1087.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.12768,0.0515187707802059
218469,353112,0,1,0,0,0.0196889999999999,-24053,-10436.0,-3115,1,0,1,0,0,11,0,0,0.6640270114551131,0.8050196619153701,1.0,1.0,-1386.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0,0.0827441860465116,0.0562974683544303
191840,322454,0,0,0,0,0.032561,-15979,-3739.0,-4317,1,0,1,1,0,16,0,0,0.6823532462190594,0.7688075728291359,1.0,1.0,-979.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,0.0494857142857142,0.0510462717359269
127593,247982,0,1,0,0,0.008068,-17684,-1665.0,-1064,1,0,1,1,0,4,0,0,0.2733195627857854,0.4974688893052743,0.0,0.0,-957.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.1211896551724138,0.0606785220994475
205614,338343,0,1,1,0,0.0228,-16128,-8128.0,-4533,1,0,1,0,0,7,0,0,0.4700845359694858,0.4578995512067301,0.0,0.0,-182.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0,0.1503826530612245,0.0483398797858121
190990,321459,0,1,0,0,0.028663,-12828,-2346.0,-2438,1,0,1,0,1,16,0,0,0.4549188814267225,0.5513812618027899,0.0,0.0,-2028.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.3096222222222222,0.0348325
46545,153923,0,1,0,0,0.028663,-14111,-3248.0,-3248,1,1,1,0,0,8,0,1,0.5616807048085505,0.1777040724853336,0.0,0.0,-1705.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0,0.3744358388588622,0.0407272727272727
143240,266098,0,0,1,0,0.028663,-19989,-13747.0,-3508,1,1,1,1,0,8,0,0,0.6525964340781847,0.6848276586890367,1.0,1.0,-2815.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2087,0.1054821753487431
194975,326096,0,1,0,1,0.0096569999999999,-11452,-151.0,-3334,1,0,1,0,0,14,0,0,0.6674916219096344,0.6430255641096323,0.0,0.0,-1647.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1607142857142857,0.05
174537,302268,0,1,0,0,0.028663,-13622,-4878.0,-4244,1,0,1,0,0,10,0,0,0.5211079483866684,0.4992720153045617,1.0,0.0,-456.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0,0.220375,0.0542461538461538
45739,152990,0,1,0,0,0.00733,-24040,-7230.0,-4038,1,0,1,0,0,16,0,0,0.2801295301857279,0.5108529061800121,1.0,1.0,-963.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,3.0,0.1779,0.0562974683544303
246246,384990,0,0,1,1,0.028663,-19826,-10055.0,-3343,1,0,1,1,0,16,0,0,0.5681249703453001,0.5108529061800121,0.0,0.0,-1878.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2638,0.02638
49884,157745,0,0,0,0,0.007305,-14911,-323.0,-4865,1,0,1,0,0,11,0,0,0.6067168459153778,0.7557400501752248,2.0,1.0,-846.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.1991111111111111,0.0482654600301659
265398,407394,0,1,1,0,0.0228,-23272,-11668.0,-3358,1,0,1,1,0,8,0,0,0.7287026893754106,0.7662336700704004,0.0,0.0,-1475.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,0.2405,0.0333366336633663
149094,272862,0,1,0,1,0.006305,-21366,-166.0,-4399,1,0,1,0,0,13,0,0,0.5048727332385436,0.5937175866150576,0.0,0.0,-987.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.2501785714285714,0.0292362270450751
157256,282289,0,0,0,1,0.028663,-22001,-14287.0,-4202,1,0,1,0,0,8,0,0,0.223593191752183,0.4400578303966329,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.1837,0.0325132743362831
6550,107639,0,1,0,0,0.018029,-21199,-9174.0,-4619,1,0,1,0,0,9,0,0,0.5130975683576032,0.4848514754962666,0.0,0.0,-1558.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.172325,0.0293611511036521
165432,291781,0,0,0,0,0.04622,-13480,-173.0,-599,1,0,1,0,0,10,0,1,0.4869225855802576,0.1245194708919845,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0824083333333333,0.0482512637351913
283673,428532,0,0,1,0,0.010966,-8757,-1718.0,-1437,1,0,1,0,1,11,0,1,0.3400964373657542,0.221335206354466,0.0,0.0,-351.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0779230769230769,0.0801424050632911
285665,430855,1,0,0,0,0.015221,-15715,-452.0,-32,1,0,1,1,0,15,0,0,0.3996126375119529,0.3046721837533529,0.0,0.0,-465.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2631333333333333,0.029237037037037
209648,342979,0,1,0,1,0.015221,-16785,-8808.0,-280,1,0,1,0,0,11,0,0,0.4154189670005083,0.6910212267577837,0.0,0.0,-577.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0642857142857142,0.05
22984,126746,0,0,1,0,0.019101,-8666,-1481.0,-1348,1,0,1,0,0,15,0,0,0.3761656534117177,0.2580842039460289,0.0,0.0,-985.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.1212388059701492,0.0670657199471598
53244,161665,0,1,0,0,0.026392,-23454,-5164.0,-4685,1,0,1,1,0,9,0,0,0.6134272354847407,0.5082869913916046,0.0,0.0,-1571.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,2.0,2.0,6.0,0.0443548387096774,0.05
151071,275117,0,1,1,0,0.0145199999999999,-17048,-5973.0,-437,1,0,1,0,0,7,0,0,0.6389567254360292,0.5108529061800121,0.0,0.0,-1131.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.08,0.05
46208,153537,0,1,1,0,0.020246,-17136,-7207.0,-665,1,1,1,0,0,6,0,0,0.3348698167991747,0.7324033228040929,0.0,0.0,-453.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0767666666666666,0.0423688277283096
112302,230277,0,0,0,0,0.0196889999999999,-17318,-8632.0,-847,1,0,1,0,0,9,0,0,0.2746462552988685,0.5108529061800121,0.0,0.0,-731.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.3431666666666667,0.0672875816993464
279215,423458,0,0,0,0,0.00733,-20726,-9741.0,-972,1,0,1,0,0,11,0,0,0.6415506361610103,0.1766525794312139,0.0,0.0,-578.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.1439666666666666,0.0672804311929463
147126,270589,0,1,1,0,0.019101,-13995,-422.0,-991,1,0,1,0,0,10,0,0,0.3602551149565851,0.1963339662134567,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.1193538461538461,0.0323789649415692
270901,414052,0,1,0,0,0.031329,-20099,-5152.0,-3524,1,0,1,0,0,13,0,0,0.2653117484731741,0.4920600938649263,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2244090909090909,0.0426191298342541
243013,381313,0,1,0,0,0.01885,-16867,-6371.0,-377,1,0,1,0,0,17,0,0,0.7402793519500342,0.4596904504249018,0.0,0.0,-350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.1080428571428571,0.0293514960996623
116994,235671,0,1,0,1,0.031329,-18403,-2511.0,-1938,1,0,1,1,0,7,0,0,0.6151577688437355,0.2418614865234661,0.0,0.0,-1529.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,0.0,3.0,0.12465,0.03324
229214,365488,0,0,0,1,0.031329,-19546,-1198.0,-3109,1,0,1,0,0,16,0,0,0.6158098512767596,0.3979463219016906,0.0,0.0,-603.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05424,0.05424
198069,329651,0,1,0,1,0.04622,-12439,-2313.0,-4104,1,1,1,1,0,16,0,0,0.6482209496158673,0.2896112383820055,0.0,0.0,-1829.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.2968055555555555,0.053425
243898,382340,0,1,1,0,0.028663,-13029,-3324.0,-4584,1,1,1,1,0,10,0,0,0.4662296918992436,0.4329616670974407,0.0,0.0,-1081.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1317666666666666,0.0274972175848636
292791,439194,0,1,0,0,0.011703,-22049,-2452.0,-4187,1,0,1,0,0,12,0,0,0.7460889214427174,0.6446794549585961,0.0,0.0,-1409.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.1459666666666666,0.0361542272126816
105338,222235,0,1,0,0,0.020713,-15056,-3079.0,-927,1,0,1,0,0,9,0,0,0.4055556476548643,0.6430255641096323,2.0,0.0,-456.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.1166,0.0778631051752921
149364,273173,0,1,0,1,0.028663,-16566,-4436.0,-110,1,0,1,0,0,10,0,0,0.6543098098980649,0.8193176922872417,0.0,0.0,-1854.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.4834,0.0292379032258064
247584,386493,0,1,0,1,0.0228,-11890,-156.0,-946,1,0,1,0,0,9,0,0,0.5360263218743343,0.2471909382666521,0.0,0.0,-643.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0638,0.03828
166053,292514,0,1,0,0,0.018029,-8787,-291.0,-308,1,1,1,0,0,7,0,1,0.038566701621249,0.4489622731076524,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.1894333333333333,0.0642292043399638
146520,269889,0,1,1,0,0.026392,-10450,-4058.0,-1092,1,0,1,0,0,13,0,0,0.6467285520322946,0.3523399726917038,0.0,0.0,-1017.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.15625,0.05
250606,389975,0,0,0,1,0.016612,-9871,-441.0,-457,1,1,1,0,0,16,0,0,0.4399279899664719,0.5370699579791587,0.0,0.0,-234.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.3000972762645914,0.0937689969604863
80297,193094,0,1,0,0,0.019101,-14047,-1169.0,-4056,1,0,1,0,0,11,0,0,0.5457463135466475,0.3910549766342248,0.0,0.0,-665.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0785714285714285,0.05
246297,385042,0,0,0,0,0.0196889999999999,-20059,-2702.0,-3604,1,1,1,1,0,16,0,0,0.2098799749916312,0.7862666146611379,1.0,1.0,-1285.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.2291063829787234,0.0274988508095408
57198,166299,0,0,0,1,0.04622,-11469,-2871.0,-1088,1,0,1,1,0,13,0,0,0.7740278611583059,0.5549467685334323,0.0,0.0,-116.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.120125,0.0545787046502646
117408,236152,0,1,0,0,0.0145199999999999,-16070,-8897.0,-3325,1,0,1,1,0,7,0,0,0.1361773313044644,0.3944954053123993,0.0,0.0,-535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0.1212666666666666,0.07276
68516,179466,0,0,1,1,0.00733,-18957,-3944.0,-2514,1,0,1,0,1,14,0,0,0.7212033085021998,0.7016957740576931,0.0,0.0,-2451.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.1160857142857142,0.0514251721344673
270113,413048,0,0,0,1,0.026392,-17405,-5088.0,-949,1,0,1,1,0,15,0,0,0.3668122929673313,0.5954562029091491,1.0,1.0,-1943.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.31728,0.03966
235996,373357,0,1,0,0,0.031329,-15083,-10.0,-5193,1,0,1,1,0,8,0,0,0.5642470553799601,0.6041125998015721,0.0,0.0,-1934.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.14352,0.0484943504352057
116564,235178,0,1,0,1,0.020246,-20824,-12597.0,-4210,1,0,1,0,0,5,0,0,0.3288382431705088,0.5108529061800121,3.0,2.0,-3195.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.338925,0.0413560211340646
238459,376169,0,1,0,0,0.020246,-10242,-9548.0,-2880,1,0,1,0,0,11,0,1,0.2441530694780284,0.3328505641648731,0.0,0.0,-1045.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,2.0,0.4799,0.0792437252311756
32272,137415,1,1,1,0,0.035792,-18640,-10415.0,-2188,1,0,1,1,0,10,0,0,0.20128117195392,0.2940831009471255,0.0,0.0,-2736.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.1522,0.0293514147304761
278936,423174,0,1,0,0,0.028663,-14947,-2650.0,-4728,1,0,1,0,0,12,0,0,0.7024263293164887,0.4083588531230431,0.0,0.0,-1492.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.1904324324324324,0.0293583333333333
140791,263250,1,0,0,1,0.0084739999999999,-10323,-93.0,-1457,1,1,1,1,0,16,0,0,0.6433639770393739,0.4294236843421945,0.0,0.0,-429.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,0.1741333333333333,0.0676450276243093
159513,284921,0,0,1,0,0.006233,-10996,-377.0,-3691,1,0,1,0,0,17,0,0,0.6533644787021752,0.5262949398096192,0.0,0.0,-981.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.1600875,0.0559646217242539
13408,115633,0,1,0,0,0.008575,-12183,-1381.0,-4361,1,0,1,0,0,10,0,0,0.315776043573331,0.5108529061800121,0.0,0.0,-1176.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.1312857142857142,0.0379375825627476
9540,111090,1,0,0,0,0.018634,-15782,-259.0,-3864,1,0,1,0,0,13,0,0,0.5611691879320212,0.3825018041447388,0.0,0.0,-994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0944285714285714,0.0513398058252427
157954,283102,0,0,1,0,0.025164,-9700,-4023.0,-2167,1,0,1,0,0,13,0,0,0.5745034933986907,0.4083588531230431,0.0,0.0,-204.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.08916,0.0278625
283860,428739,0,1,1,0,0.025164,-10215,-1456.0,-2132,1,0,1,0,0,11,0,0,0.1621921059592286,0.6817058776720116,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,1.0,0.0534375,0.0423267326732673
139618,261889,0,1,0,0,0.035792,-8682,-3441.0,-1348,1,0,1,0,0,17,0,0,0.6160167746740753,0.5108529061800121,0.0,0.0,-602.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.2301538461538461,0.0293823038397328
84387,197899,0,1,0,1,0.025164,-10433,-125.0,-2324,1,0,1,0,0,12,0,0,0.6161253926515435,0.4276573700350293,1.0,1.0,-3063.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0971,0.0324207011686143
135596,257276,0,1,0,1,0.035792,-15348,-7704.0,-4277,1,0,1,0,0,17,0,0,0.6675061820534712,0.1664055461839363,1.0,1.0,-1650.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.098675,0.0996214033316506
275298,419042,0,1,0,0,0.022625,-22387,-7797.0,-4128,1,0,1,0,0,9,0,0,0.3714871453339033,0.1419915427739129,0.0,0.0,-1925.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.20088,0.0361274171270718
