,SK_ID_CURR,TARGET,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,HOUR_APPR_PROCESS_START,EXT_SOURCE_2,EXT_SOURCE_3,DEF_30_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,ANNUITY_INCOME_PERC,PAYMENT_RATE
5082,105939,0,0,0,0,0.0145199999999999,-20293,-5899.0,-2442,1,0,1,0,0,12,0.4384952910905761,0.5108529061800121,0.0,0.0,-440.0,0.0,0.0,0.0,1.0,0.0,1.0,0.19356,0.03226
211202,344747,0,0,1,0,0.020713,-19040,-3894.0,-2564,1,0,1,0,0,8,0.5123818700918991,0.1510075350878296,0.0,0.0,-816.0,0.0,0.0,0.0,0.0,0.0,2.0,0.15024,0.0354262754308027
72869,184501,0,1,0,0,0.020246,-12279,-8104.0,-1055,1,1,1,1,0,6,0.4409950865277017,0.1519345490496476,0.0,0.0,-1017.0,0.0,0.0,0.0,1.0,2.0,3.0,0.29108,0.07277
209909,343266,0,0,1,1,0.030755,-10691,-4750.0,-3343,1,1,1,0,0,11,0.5961443782869431,0.2678689358444539,0.0,0.0,-1470.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1318666666666666,0.11868
289196,435038,1,1,0,0,0.025164,-20171,-1585.0,-3648,1,0,1,0,0,13,0.4473060626631636,0.2225807646753351,0.0,0.0,-1150.0,0.0,0.0,0.0,0.0,0.0,2.0,0.09315,0.0288092783505154
216680,351069,0,1,0,1,0.00712,-15438,-9542.0,-5128,1,1,1,0,0,8,0.4627322318604872,0.2525986978339766,0.0,0.0,-1311.0,0.0,0.0,0.0,0.0,0.0,2.0,0.237,0.079
287491,433022,0,1,0,1,0.026392,-19468,-8190.0,-3007,1,0,1,0,1,10,0.5251447743604091,0.5108529061800121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.26544,0.04424
293075,439532,0,0,1,1,0.04622,-15440,-9575.0,-4961,1,0,1,0,0,11,0.6860386905090856,0.5673792367572691,0.0,0.0,-1769.0,0.0,0.0,0.0,0.0,0.0,5.0,0.105,0.0293398533007334
275352,419100,0,1,0,0,0.035792,-20963,-7787.0,-4136,1,0,1,0,0,11,0.6545026861194135,0.7281412993111438,0.0,0.0,-1720.0,0.0,0.0,0.0,0.0,0.0,4.0,0.17445,0.0463371228219294
52413,160700,0,1,0,1,0.031329,-18800,-2702.0,-2330,1,1,1,0,0,15,0.201706894220776,0.6263042766749393,0.0,0.0,-987.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14405,0.0480968280467445
208012,341105,0,1,1,0,0.010147,-17561,-9481.0,-1110,1,0,1,0,0,16,0.3676100579783925,0.4938628816996244,0.0,0.0,-1807.0,0.0,0.0,0.0,1.0,2.0,4.0,0.2050333333333332,0.0293744030563514
222073,357257,0,0,1,1,0.030755,-9548,-4148.0,-2162,1,1,1,0,1,18,0.438188416723047,0.3791004853998145,4.0,4.0,-479.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0516857142857142,0.1206
248200,387171,0,1,0,1,0.025164,-21323,-4462.0,-4612,1,0,1,1,0,11,0.5301752337862523,0.6986675550534175,1.0,0.0,-344.0,0.0,0.0,0.0,0.0,0.0,2.0,0.11352,0.0326657458563535
287687,433248,0,1,0,1,0.008019,-23982,-9417.0,-4574,1,0,1,0,0,10,0.5170847453776795,0.6785676886853644,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1769523809523809,0.0305511707445409
199669,331481,0,0,1,1,0.072508,-11206,-5940.0,-1027,1,0,0,0,0,19,0.7361846040963385,0.5108529061800121,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05
142254,264948,0,1,0,0,0.020713,-13435,-783.0,-4000,1,0,1,0,0,11,0.4719642786037315,0.5082869913916046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18285,0.0578639240506329
285619,430798,0,0,1,1,0.00823,-20710,-4056.0,-4261,1,0,1,0,0,11,0.6315593394274358,0.6144143775673561,0.0,0.0,-2549.0,0.0,0.0,0.0,0.0,1.0,1.0,0.111,0.0444465922898486
134739,256284,0,1,1,0,0.002042,-22344,-4761.0,-4809,1,0,1,0,0,9,0.4497779666513706,0.2340151665320674,0.0,0.0,-1082.0,0.0,0.0,0.0,1.0,0.0,1.0,0.20728,0.0442913554077847
27567,132043,0,1,0,0,0.018801,-15903,-6863.0,-4093,1,0,1,0,0,5,0.5874812341652459,0.7121551551910698,0.0,0.0,-3150.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1052285714285714,0.0443959594011427
30856,135819,0,1,0,1,0.007305,-13003,-4647.0,-1381,1,0,1,1,0,17,0.4114893907459413,0.3077366963789207,2.0,1.0,-618.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3476,0.03476
162777,288711,0,1,0,0,0.025164,-14844,-8808.0,-4564,1,0,1,0,0,12,0.3847681475287175,0.746300213050371,0.0,0.0,-1926.0,0.0,0.0,0.0,2.0,0.0,1.0,0.1509736842105263,0.0979060361451951
21324,124843,0,1,0,0,0.0116569999999999,-15146,-8501.0,-4227,1,0,1,1,0,10,0.6064193885403967,0.5108529061800121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0751,0.0579654214263661
231400,368039,0,1,0,1,0.032561,-15217,-9255.0,-3921,1,1,1,1,0,14,0.3935528927612957,0.5989262182569273,0.0,0.0,-262.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1772222222222222,0.0275
249699,388922,0,1,0,1,0.002506,-19144,-9456.0,-2704,1,0,1,1,0,8,0.4821163662765078,0.6006575372857061,0.0,0.0,-1780.0,0.0,0.0,0.0,1.0,0.0,3.0,0.17015,0.0673861386138613
26262,130546,0,1,0,1,0.0228,-20470,-6240.0,-4010,1,0,1,1,0,12,0.5562413693572473,0.3280631605201915,0.0,0.0,-1676.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1185833333333333,0.035575
273258,416749,0,1,0,0,0.009549,-11534,-4682.0,-3655,1,0,1,1,0,13,0.6399700805482176,0.2188590822283744,0.0,0.0,-652.0,0.0,2.0,0.0,2.0,1.0,4.0,0.11,0.05
279634,423963,0,0,1,0,0.028663,-13624,-46.0,-4156,1,0,1,0,1,8,0.2136027465932372,0.4101025731788671,0.0,0.0,-1580.0,0.0,0.0,1.0,0.0,0.0,4.0,0.27805,0.1079805825242718
64810,175159,0,0,0,0,0.010643,-15508,-7082.0,-276,1,0,1,1,0,11,0.5226630272707901,0.4311917977993083,0.0,0.0,-1558.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1575142857142857,0.0974028268551236
56996,166064,0,1,1,0,0.020246,-19780,-2692.0,-3308,1,0,1,0,0,10,0.1309422049793388,0.1117563710719636,0.0,0.0,-665.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2623333333333333,0.0671829268292683
58343,167634,0,1,0,1,0.028663,-19031,-8703.0,-2579,1,0,1,0,0,15,0.7016441244374287,0.5108529061800121,1.0,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12885,0.0303176470588235
305917,454445,1,1,0,1,0.009334,-17158,-10184.0,-483,1,0,1,1,0,13,0.191698610867738,0.2055981385493208,5.0,4.0,-445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2530714285714285,0.03543
52145,160387,0,0,0,0,0.030755,-21963,-9201.0,-4725,1,0,1,1,0,11,0.5799732816759386,0.4507472818545589,0.0,0.0,-233.0,0.0,0.0,0.0,0.0,1.0,0.0,0.125,0.05
262318,403656,0,0,0,0,0.032561,-8410,-1137.0,-1065,1,0,1,1,0,19,0.6737755729010486,0.363945238612397,0.0,0.0,-236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2515769230769231,0.0939083743700917
132123,253239,0,1,0,0,0.04622,-13378,-7265.0,-665,1,1,1,0,0,12,0.720032230912855,0.5108529061800121,0.0,0.0,-513.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1219655172413793,0.0292318881303823
145106,268261,1,0,1,0,0.030755,-12952,-5207.0,-4180,1,1,1,0,0,15,0.6058660124896671,0.4014074137749511,0.0,0.0,-487.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2425666666666667,0.07277
71306,182699,1,1,0,1,0.00823,-14635,-639.0,-4498,1,1,1,0,0,13,0.571571569353161,0.6801388218428291,0.0,0.0,-622.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1936,0.0484
136700,258551,0,1,0,1,0.018801,-16570,-9551.0,-108,1,0,1,0,0,14,0.5675078430375975,0.1547436312725944,0.0,0.0,-729.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2008285714285714,0.0606785220994475
255396,395528,1,1,0,0,0.010276,-15303,-7668.0,-2052,1,0,1,0,0,13,0.0309783141304756,0.0956927242302637,1.0,0.0,-625.0,0.0,0.0,0.0,0.0,0.0,5.0,0.3230769230769231,0.0293398533007334
12034,114033,0,1,1,0,0.003069,-22689,-8669.0,-4483,1,0,1,1,0,16,0.6000866416132989,0.4902575124990026,0.0,0.0,-36.0,0.0,0.0,0.0,1.0,0.0,1.0,0.163,0.0440486967801213
90405,204960,0,1,0,0,0.008575,-16075,-9512.0,-4284,1,1,1,1,0,11,0.7090292768175291,0.6863823354047934,1.0,0.0,-699.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2238666666666666,0.0293223891023402
280351,424785,0,1,0,0,0.006305,-15869,-9152.0,-3260,1,0,1,0,0,5,0.4749516863014118,0.2405414172860865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2077666666666666,0.0466172049122702
70093,181314,0,0,0,0,0.031329,-15068,-3524.0,-4575,1,1,1,1,0,15,0.2622583692422573,0.5108529061800121,0.0,0.0,-592.0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.3486666666666667,0.099354103343465
190121,320446,0,1,0,1,0.02461,-17868,-2079.0,-1385,1,0,1,0,0,11,0.7175614353495662,0.7032033049040319,0.0,0.0,-1511.0,0.0,0.0,0.0,0.0,0.0,3.0,0.23672,0.0398486317603964
211809,345455,0,0,1,0,0.018801,-20038,-9843.0,-3535,1,1,1,1,0,6,0.3112719930185228,0.3312508645909018,0.0,0.0,-225.0,0.0,0.0,0.0,0.0,0.0,1.0,0.138,0.1075659945957181
279365,423614,0,1,0,0,0.030755,-14640,-4973.0,-4112,1,0,1,0,0,16,0.5983536100188357,0.5744466170995097,0.0,0.0,-1618.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1323666666666666,0.0324969720776457
63933,174138,0,1,0,0,0.035792,-22654,-6525.0,-4450,1,0,1,0,0,12,0.250811300192376,0.7421816117614419,1.0,1.0,-1799.0,0.0,0.0,0.0,0.0,2.0,2.0,0.3670000000000001,0.0331793402102865
72935,184574,0,1,1,0,0.006305,-11164,-3245.0,-3385,1,1,1,0,0,7,0.4245917033243008,0.3656165070113335,0.0,0.0,-313.0,0.0,0.0,0.0,1.0,0.0,1.0,0.14785,0.0422428571428571
106364,223402,0,0,0,1,0.072508,-24677,-4560.0,-4106,1,0,1,1,0,12,0.7095748577877495,0.5531646987710016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0896153846153846,0.0980144708059902
89954,204453,0,1,0,0,0.0088659999999999,-13342,-96.0,-2304,1,0,1,0,0,17,0.4839729712012252,0.0580323087789702,0.0,0.0,-1239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13221875,0.036163011333527
229510,365829,0,0,1,1,0.025164,-11855,-2041.0,-4172,1,0,1,0,0,9,0.7740852284676888,0.7826078370261895,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0826285714285714,0.0520340416344302
107359,224563,0,1,0,0,0.00702,-13478,-1514.0,-4370,1,0,1,0,0,13,0.7714626513914083,0.5108529061800121,0.0,0.0,-3274.0,0.0,0.0,0.0,0.0,2.0,5.0,0.168975,0.0293633381845037
206248,339065,0,1,0,1,0.01885,-9480,-4187.0,-1237,1,0,1,0,0,14,0.6434693364701927,0.0944516919837718,0.0,0.0,-838.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1726571428571428,0.06043
93082,208086,0,1,0,1,0.009549,-17375,-7231.0,-927,1,0,1,0,0,17,0.5710467108965571,0.6754132910917112,0.0,0.0,-3346.0,0.0,0.0,0.0,1.0,0.0,2.0,0.1403599999999999,0.0362140852047556
93486,208563,0,1,0,0,0.005002,-15860,-8436.0,-237,1,1,1,0,0,12,0.6561178747137842,0.7688075728291359,0.0,0.0,-1709.0,0.0,0.0,0.0,1.0,0.0,5.0,0.1848461538461538,0.1037206491712707
79612,192290,0,1,0,0,0.030755,-20292,-10446.0,-3628,1,1,1,1,0,13,0.7425265498671179,0.6212263380626669,0.0,0.0,-917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1839,0.0668727272727272
175975,303919,0,1,0,0,0.006296,-17803,-3234.0,-1350,1,1,1,0,0,11,0.6246431909090522,0.4083588531230431,0.0,0.0,-254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1978157894736842,0.0331759202047841
145048,268194,0,0,0,0,0.020246,-15770,-7770.0,-4735,1,0,1,1,0,10,0.3487865029153779,0.1061556230153924,1.0,0.0,-952.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1047826086956521,0.0732077764277035
144520,267578,0,1,1,1,0.04622,-16076,-9548.0,-4427,1,0,1,1,0,18,0.7179955528847454,0.4294236843421945,0.0,0.0,-2915.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3392,0.0323973256924546
86678,200606,0,0,0,1,0.04622,-11764,-4562.0,-3616,1,1,1,0,0,20,0.7530789021270594,0.4812493411434029,0.0,0.0,-779.0,0.0,0.0,0.0,0.0,1.0,4.0,0.060275,0.0381487341772151
103280,219880,0,0,1,0,0.035792,-20859,-3531.0,-3672,1,0,1,0,0,12,0.4390930233761898,0.4650692149562261,0.0,0.0,-2577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3110384615384615,0.0425192958842457
95850,211276,0,0,1,0,0.006207,-12749,-582.0,-3830,1,1,1,0,0,16,0.5579355945281842,0.3217352821966848,0.0,0.0,-543.0,0.0,0.0,0.0,0.0,1.0,4.0,0.19728125,0.0544975828729281
285058,430139,1,1,0,0,0.01885,-18239,-3424.0,-1794,1,0,1,0,0,14,0.7194323243443058,0.6178261467332483,1.0,1.0,-1652.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1359445843828715,0.0465901243093922
14431,116837,1,1,0,1,0.006852,-20745,-163.0,-157,1,0,1,1,0,4,0.5150586254467808,0.2580842039460289,0.0,0.0,-584.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0973714285714285,0.0380234076024501
226421,362269,0,1,0,0,0.0196889999999999,-24601,-2264.0,-4066,1,0,1,0,0,11,0.2055186782891003,0.5849900404894085,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15945,0.0563427561837455
256171,396431,0,1,1,0,0.019101,-20662,-3339.0,-2949,1,0,1,0,0,12,0.5986058412847244,0.4031416766587513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.3087,0.0515358931552587
34627,140125,0,1,0,1,0.009175,-12005,-5710.0,-4361,1,0,1,0,0,17,0.7583189665498894,0.3201633668633456,0.0,0.0,-788.0,0.0,0.0,0.0,0.0,0.0,1.0,0.224,0.1191785194906537
206340,339167,0,1,0,0,0.022625,-14280,-8204.0,-5458,1,1,1,1,0,11,0.7033579379468057,0.2985949897873972,0.0,0.0,-482.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.05
189277,319449,0,1,0,1,0.006852,-15512,-4838.0,-161,1,0,1,0,0,11,0.1490747273302402,0.0963186927645401,0.0,0.0,-201.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1594444444444444,0.0513968481375358
15179,117724,0,1,0,0,0.028663,-16916,-9113.0,-451,1,0,1,0,0,8,0.6825333290140992,0.2925880073368475,0.0,0.0,-892.0,0.0,0.0,0.0,0.0,0.0,2.0,0.17615,0.0293583333333333
202615,334883,1,0,0,1,0.0096569999999999,-19634,-7028.0,-3163,1,0,1,1,0,13,0.615090466904957,0.6413682574954046,1.0,1.0,-183.0,0.0,0.0,0.0,0.0,1.0,3.0,0.1984857142857143,0.048839988751406
175649,303549,0,1,0,1,0.006207,-22792,-8149.0,-4320,1,0,1,1,0,17,0.2477380659609374,0.7338145369642702,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1080555555555555,0.0307753164556962
5401,106322,0,0,0,1,0.008068,-18778,-7230.0,-2318,1,0,1,0,0,5,0.2697424554535296,0.5108529061800121,0.0,0.0,-436.0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.20705,0.086414858096828
150867,274882,0,0,0,0,0.0072739999999999,-10347,-108.0,-536,1,0,1,0,0,17,0.4212987518054835,0.434733248750173,0.0,0.0,-41.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0805,0.0483
131836,252907,0,1,0,0,0.031329,-21758,-9265.0,-4713,1,0,1,1,0,11,0.2945507112956645,0.656158373001177,0.0,0.0,-1307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2276666666666666,0.0979246567977346
86583,200481,0,1,0,1,0.0066709999999999,-14620,-3157.0,-4288,1,1,1,0,0,11,0.5711645502189524,0.6380435278721609,0.0,0.0,-2658.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0652166666666666,0.0387425742574257
235303,372560,0,1,0,0,0.04622,-13763,-279.0,-4188,1,0,1,0,1,12,0.7088623256771965,0.1862929496555374,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.1424111111111111,0.0729316035051781
67156,177885,1,0,1,0,0.025164,-15266,-2124.0,-3967,1,0,1,0,0,12,0.1621921059592286,0.3672910183026313,0.0,0.0,-144.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1891666666666666,0.0468543593130779
270522,413544,0,1,0,1,0.02461,-20408,-199.0,-3699,1,0,1,0,0,15,0.6734197890122996,0.4031416766587513,0.0,0.0,-569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1060697674418604,0.0393732734806629
58561,167879,0,0,1,1,0.035792,-11414,-4431.0,-3814,1,0,1,0,0,12,0.7198955565034293,0.7662336700704004,0.0,0.0,-1587.0,0.0,0.0,0.0,0.0,1.0,2.0,0.2485333333333333,0.0331775908868419
263018,404565,0,1,0,0,0.006629,-16665,-4890.0,-194,1,0,1,0,0,10,0.5643653376504306,0.5531646987710016,0.0,0.0,-2229.0,0.0,0.0,0.0,0.0,2.0,1.0,0.127825,0.0426083333333333
68954,179973,0,1,1,0,0.04622,-15690,-9650.0,-4448,1,0,1,0,0,12,0.7581064948358089,0.5108529061800121,0.0,0.0,-1655.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2000888888888889,0.0275873056724941
37018,142881,0,1,1,0,0.019101,-17743,-79.0,-1291,1,0,1,0,0,13,0.6748849073658882,0.3556387169923543,0.0,0.0,-1205.0,0.0,0.0,0.0,0.0,1.0,2.0,0.2433529411764705,0.0795576923076923
292138,438440,0,1,0,0,0.020246,-10154,-994.0,-1127,1,0,1,0,0,8,0.1890527942069508,0.511891801533151,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8695,0.0489032620922384
4187,104897,0,1,0,0,0.005144,-15449,-5917.0,-4425,1,0,1,0,0,10,0.1903974666358272,0.7713615919194317,0.0,0.0,-2814.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5128333333333334,0.033203125
16448,119183,0,0,1,0,0.016612,-10625,-3152.0,-3151,1,1,1,1,0,17,0.5686667947977211,0.7421816117614419,1.0,1.0,-1887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0329666666666666,0.0989
32914,138147,1,0,1,0,0.01885,-19779,-7648.0,-3331,1,0,1,0,0,9,0.5834106068339507,0.5108529061800121,0.0,0.0,-197.0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.2339,0.0292375
87814,201939,0,1,0,0,0.01885,-18305,-11620.0,-1849,1,1,1,0,0,10,0.7060382364452122,0.5108529061800121,0.0,0.0,-1871.0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.1704666666666666,0.0564708480565371
41848,148459,0,0,1,0,0.019101,-14957,-5743.0,-4172,1,0,1,1,0,11,0.5565220331519672,0.5100895276257282,0.0,0.0,-1788.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0881,0.04405
187274,317101,0,0,0,1,0.020246,-8947,-8919.0,-1633,1,1,1,0,0,17,0.1356688077126405,0.2650494299443805,0.0,0.0,-887.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1478461538461538,0.0512533333333333
38932,145092,1,1,0,0,0.02461,-20734,-9664.0,-4020,1,0,1,0,0,17,0.5829003011256835,0.6496203111237195,2.0,2.0,-422.0,0.0,0.0,0.0,10.0,0.0,3.0,0.18744,0.0606785220994475
27144,131551,0,1,0,0,0.00712,-10341,-266.0,-1689,1,1,1,0,0,11,0.3589055438561177,0.5108529061800121,0.0,0.0,-423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3021111111111111,0.0361108159796005
233917,370960,1,1,0,0,0.018634,-18839,-9117.0,-2376,1,1,1,1,0,9,0.5128681135533204,0.5154953751603267,0.0,0.0,-486.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2006842105263158,0.0423666666666666
228594,364776,0,1,1,0,0.035792,-14167,-1344.0,-5001,1,0,1,1,0,11,0.7467801137267771,0.5108529061800121,0.0,0.0,-602.0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.3232142857142857,0.0264347291000118
150989,275024,0,0,1,0,0.072508,-23548,-3743.0,-406,1,0,1,0,0,14,0.418321372543417,0.6528965519806539,0.0,0.0,-832.0,0.0,0.0,0.0,0.0,0.0,2.0,0.05,0.05
4184,104894,0,0,1,0,0.035792,-12884,-4463.0,-4937,1,0,1,1,1,12,0.7325802167872072,0.6296742509538716,0.0,0.0,-2458.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0714285714285714,0.05
285841,431057,0,1,0,1,0.019101,-10696,-3626.0,-3209,1,0,1,0,0,9,0.5491864922648418,0.4830501881366946,0.0,0.0,-1510.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1757333333333333,0.0380839551834488
296661,443712,0,1,0,0,0.00823,-13816,-824.0,-4653,1,0,1,0,0,12,0.4412107281180243,0.5100895276257282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2455333333333333,0.0527650429799426
176511,304544,0,1,0,0,0.00702,-23769,-11589.0,-4440,1,0,1,0,0,10,0.1892406090142161,0.7662336700704004,1.0,1.0,-164.0,0.0,0.0,0.0,0.0,0.0,6.0,0.197074074074074,0.0940106007067137
260035,400919,0,0,0,1,0.010556,-14968,-9017.0,-4559,1,0,1,0,0,15,0.0746813712070561,0.6817058776720116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3869545454545454,0.0331610294604564
176377,304374,0,1,1,1,0.035792,-13387,-7201.0,-3919,1,1,1,1,0,12,0.5858055720639889,0.5108529061800121,0.0,0.0,-1731.0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.1059272727272727,0.0324207011686143
133076,254343,0,0,0,0,0.018029,-9490,-3046.0,-1757,1,1,1,0,0,7,0.6720235784032677,0.5108529061800121,0.0,0.0,-755.0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.1949333333333332,0.02924
22698,126411,0,0,1,0,0.0196889999999999,-11452,-5551.0,-3787,1,0,1,1,0,15,0.5983588653685424,0.6894791426446275,0.0,0.0,-1012.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1285714285714285,0.05
190247,320587,0,1,0,0,0.00733,-16110,-3152.0,-4863,1,0,1,0,0,16,0.7245850028741879,0.5280927512030451,1.0,1.0,-263.0,0.0,0.0,0.0,0.0,0.0,5.0,0.15625,0.05
13498,115733,0,1,0,0,0.0088659999999999,-22700,-12723.0,-4144,1,0,1,1,0,13,0.661754714704787,0.6212263380626669,0.0,0.0,-301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2566,0.0428380634390651
72404,183967,0,1,1,1,0.006629,-14242,-6124.0,-3324,1,0,1,0,0,4,0.5516919010582899,0.3979463219016906,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2473055555555556,0.0397881658920271
116328,234901,0,1,1,0,0.026392,-18451,-4700.0,-2002,1,0,1,0,0,9,0.6439508026719882,0.4614823912998385,0.0,0.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1385,0.0369333333333333
66007,176551,0,1,0,1,0.025164,-21586,-2798.0,-4691,1,0,1,0,0,9,0.6434342182019581,0.3944954053123993,0.0,0.0,-86.0,0.0,0.0,0.0,0.0,3.0,4.0,0.212,0.0518868279752087
59744,169258,0,1,0,0,0.030755,-22518,-6833.0,-4282,1,0,1,0,0,12,0.6803164286328254,0.7136313997323308,4.0,3.0,-1511.0,0.0,0.0,0.0,0.0,1.0,3.0,0.17365,0.039767175572519
159674,285100,0,1,0,1,0.025164,-13831,-7946.0,-145,1,0,1,0,0,14,0.5532382168921973,0.5108529061800121,1.0,1.0,-1333.0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.2125675675675676,0.0678953729281768
243276,381634,0,1,1,1,0.00712,-10454,-625.0,-3124,1,1,1,0,0,14,0.6220915597195911,0.6195277080511546,1.0,1.0,-2401.0,0.0,0.0,0.0,0.0,0.0,4.0,0.352235294117647,0.0396556291390728
105493,222415,0,0,1,1,0.02461,-10586,-572.0,-2836,1,0,1,0,0,10,0.6777905551147667,0.6058362647264226,0.0,0.0,-1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1183714285714285,0.0655537974683544
127850,248287,0,1,0,0,0.0031219999999999,-20037,-5761.0,-3459,1,0,1,0,0,9,0.5109393956208458,0.5108529061800121,0.0,0.0,-402.0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.1736333333333333,0.0369443104768929
212973,346798,0,1,0,0,0.0196889999999999,-15494,-2921.0,-4081,1,1,1,1,0,9,0.5411780009214066,0.5108529061800121,2.0,2.0,-1570.0,0.0,0.0,0.0,0.0,1.0,3.0,0.3695652173913043,0.0293370516608222
285104,430196,0,1,0,0,0.019101,-22786,-8078.0,-4949,1,0,1,1,0,10,0.2563991885360997,0.7992967832109371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1535833333333333,0.1085394581861012
285172,430275,1,0,0,1,0.026392,-11406,-2583.0,-3757,1,0,1,1,0,18,0.4454740926821212,0.3280631605201915,0.0,0.0,-368.0,0.0,0.0,0.0,1.0,2.0,1.0,0.106690909090909,0.0324198895027624
